,prix,Cheval,Carburant,Boite_a_vitesse,Modele,Kilometrage,Age
7693,47000,6,Diesel,Manuelle,Logan,0 - 4 999,12
7694,90000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,9
7695,72000,6,Diesel,Manuelle,Logan,120 000 - 129 999,8
7696,85000,6,Diesel,Manuelle,Logan,150 000 - 159 999,6
7697,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
7698,60000,6,Diesel,Manuelle,Logan,250 000 - 299 999,15
7699,180000,6,Diesel,Automatique,Duster,35 000 - 39 999,3
7700,109000,6,Diesel,Manuelle,Dokker,0 - 4 999,4
7701,75000,6,Diesel,Manuelle,Logan,15 000 - 19 999,4
7702,109000,6,Diesel,Manuelle,Dokker,450 000 - 499 999,7
7703,86000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
7704,95000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,7
7705,183000,6,Diesel,Manuelle,Duster,45 000 - 49 999,3
7706,95000,6,Diesel,Manuelle,Duster,20 000 - 24 999,12
7707,83000,6,Diesel,Manuelle,Logan,0 - 4 999,7
7708,106000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,8
7709,65000,7,Diesel,Manuelle,Logan,20 000 - 24 999,16
7710,75000,6,Diesel,Manuelle,Logan,160 000 - 169 999,9
7711,58000,7,Diesel,Manuelle,Logan,350 000 - 399 999,13
7712,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
7713,80000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,7
7714,149000,6,Diesel,Automatique,Duster,120 000 - 129 999,5
7715,60000,6,Diesel,Manuelle,Logan,110 000 - 119 999,11
7716,55000,7,Diesel,Manuelle,Logan,250 000 - 299 999,17
7717,95000,7,Diesel,Manuelle,Dokker,200 000 - 249 999,8
7718,155000,6,Diesel,Manuelle,Dokker,40 000 - 44 999,3
7719,115000,6,Diesel,Manuelle,Dokker,60 000 - 64 999,4
7720,127000,6,Diesel,Manuelle,Duster,170 000 - 179 999,8
7721,136000,6,Diesel,Manuelle,Duster,200 000 - 249 999,6
7722,42000,8,Essence,Manuelle,Dokker,55 000 - 59 999,17
7723,112000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,4
7724,37000,8,Essence,Manuelle,Logan,30 000 - 34 999,13
7725,106000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,8
7726,77000,7,Diesel,Manuelle,Logan,130 000 - 139 999,8
7727,67000,6,Diesel,Manuelle,Logan,200 000 - 249 999,10
7728,125000,6,Diesel,Manuelle,Duster,110 000 - 119 999,9
7729,95000,8,Diesel,Manuelle,Dokker,180 000 - 189 999,5
7730,138000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,2
7731,73000,6,Diesel,Manuelle,Logan,0 - 4 999,7
7732,93000,6,Diesel,Manuelle,Duster,300 000 - 349 999,12
7733,115000,6,Diesel,Manuelle,Dokker,60 000 - 64 999,4
7734,110000,6,Diesel,Manuelle,Dokker,85 000 - 89 999,5
7735,90000,6,Diesel,Manuelle,Logan,120 000 - 129 999,5
7736,92000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,10
7737,90000,6,Diesel,Manuelle,Logan,95 000 - 99 999,5
7738,99000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,7
7739,38000,8,Essence,Manuelle,Logan,20 000 - 24 999,16
7740,103000,6,Diesel,Manuelle,Duster,180 000 - 189 999,9
7741,54000,6,Diesel,Manuelle,Logan,190 000 - 199 999,17
7742,145000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,4
7743,88000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,8
7744,110000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,6
7745,137000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,5
7746,59000,6,Diesel,Manuelle,Logan,5 000 - 9 999,15
7747,63000,6,Diesel,Manuelle,Logan,140 000 - 149 999,11
7748,80000,6,Diesel,Manuelle,Logan,150 000 - 159 999,9
7749,65000,6,Diesel,Manuelle,Logan,160 000 - 169 999,13
7750,130000,6,Diesel,Manuelle,Duster,95 000 - 99 999,7
7751,129000,6,Diesel,Manuelle,Duster,190 000 - 199 999,6
7752,115000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,9
7753,40000,6,Diesel,Manuelle,Logan,110 000 - 119 999,15
7754,70000,6,Diesel,Manuelle,Logan,180 000 - 189 999,10
7755,45000,8,Essence,Manuelle,Logan,0 - 4 999,18
7756,100000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,8
7757,73000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
7758,113000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,5
7759,104000,6,Diesel,Manuelle,Duster,140 000 - 149 999,9
7760,104000,6,Diesel,Manuelle,Duster,140 000 - 149 999,9
7761,52000,6,Diesel,Manuelle,Logan,400 000 - 449 999,13
7762,113000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,5
7763,69000,6,Diesel,Manuelle,Logan,110 000 - 119 999,6
7764,157000,4,Diesel,Manuelle,Dokker,0 - 4 999,3
7765,57000,8,Essence,Manuelle,Logan,0 - 4 999,13
7766,85000,6,Diesel,Manuelle,Logan,5 000 - 9 999,7
7767,89000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,8
7768,98000,5,Diesel,Manuelle,Dokker,250 000 - 299 999,6
7769,85000,6,Diesel,Manuelle,Logan,60 000 - 64 999,6
7770,76000,6,Diesel,Manuelle,Logan,130 000 - 139 999,9
7771,53000,8,Essence,Manuelle,Logan,Plus de 500 000,16
7772,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
7773,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
7774,83000,6,Diesel,Manuelle,Logan,190 000 - 199 999,6
7775,96000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,8
7776,87000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
7777,55000,6,Essence,Manuelle,Logan,150 000 - 159 999,11
7778,110000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,5
7779,128000,6,Diesel,Manuelle,Duster,120 000 - 129 999,7
7780,50000,6,Diesel,Manuelle,Logan,250 000 - 299 999,16
7781,109000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,7
7782,39000,6,Essence,Manuelle,Logan,300 000 - 349 999,16
7783,47000,6,Diesel,Manuelle,Logan,25 000 - 29 999,17
7784,125000,6,Diesel,Manuelle,Logan,20 000 - 24 999,3
7785,85000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
7786,117000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,5
7787,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
7788,32000,6,Diesel,Manuelle,Logan,10 000 - 14 999,13
7789,64000,6,Diesel,Manuelle,Logan,140 000 - 149 999,10
7790,48000,8,Essence,Manuelle,Logan,250 000 - 299 999,11
7791,42000,8,Essence,Manuelle,Logan,170 000 - 179 999,17
7792,67000,7,Diesel,Manuelle,Logan,30 000 - 34 999,7
7793,86000,7,Diesel,Manuelle,Logan,120 000 - 129 999,6
7794,46000,7,Essence,Manuelle,Logan,150 000 - 159 999,15
7795,88500,6,Diesel,Manuelle,Logan,95 000 - 99 999,6
7796,105000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,7
7797,105000,6,Diesel,Manuelle,Logan,40 000 - 44 999,6
7798,93000,7,Diesel,Manuelle,Dokker,140 000 - 149 999,6
7799,148000,6,Essence,Automatique,Logan,0 - 4 999,1
7800,48000,8,Essence,Automatique,Logan,10 000 - 14 999,18
7801,100000,5,Diesel,Manuelle,Logan,20 000 - 24 999,6
7802,115000,6,Diesel,Manuelle,Duster,170 000 - 179 999,7
7803,74000,6,Diesel,Manuelle,Logan,200 000 - 249 999,7
7804,110000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,6
7805,119000,7,Diesel,Manuelle,Duster,110 000 - 119 999,6
7806,95000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,8
7807,93000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,7
7808,86000,6,Essence,Manuelle,Logan,5 000 - 9 999,7
7809,125000,6,Diesel,Manuelle,Dokker,55 000 - 59 999,3
7810,48000,8,Essence,Automatique,Logan,25 000 - 29 999,18
7811,57000,6,Diesel,Manuelle,Logan,180 000 - 189 999,12
7812,118000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,5
7813,115000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,5
7814,145000,6,Diesel,Manuelle,Dokker,35 000 - 39 999,3
7815,58000,6,Diesel,Manuelle,Logan,0 - 4 999,12
7816,52500,7,Diesel,Manuelle,Logan,150 000 - 159 999,12
7817,167000,5,Diesel,Manuelle,Duster,50 000 - 54 999,4
7818,52500,7,Diesel,Manuelle,Logan,150 000 - 159 999,12
7819,45000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
7820,100000,6,Diesel,Manuelle,Logan,70 000 - 74 999,5
7821,68000,6,Diesel,Automatique,Logan,15 000 - 19 999,13
7822,75000,6,Diesel,Manuelle,Logan,0 - 4 999,7
7823,95000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,8
7824,135000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,2
7825,100000,6,Diesel,Manuelle,Dokker,Plus de 500 000,7
7826,42000,8,Essence,Manuelle,Logan,160 000 - 169 999,16
7827,66000,6,Diesel,Automatique,Logan,5 000 - 9 999,13
7828,66000,6,Essence,Manuelle,Logan,110 000 - 119 999,7
7829,132000,6,Diesel,Manuelle,Logan,5 000 - 9 999,2
7830,124000,6,Diesel,Manuelle,Dokker,85 000 - 89 999,4
7831,116000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,7
7832,90000,6,Diesel,Manuelle,Dokker,0 - 4 999,7
7833,95000,6,Diesel,Manuelle,Logan,0 - 4 999,7
7834,135000,6,Diesel,Manuelle,Dokker,30 000 - 34 999,2
7835,150000,6,Diesel,Automatique,Duster,120 000 - 129 999,5
7836,63000,6,Diesel,Manuelle,Logan,50 000 - 54 999,13
7837,90000,6,Diesel,Manuelle,Logan,110 000 - 119 999,9
7838,129000,6,Diesel,Automatique,Logan,15 000 - 19 999,3
7839,107000,6,Diesel,Automatique,Dokker,95 000 - 99 999,5
7840,57000,7,Diesel,Manuelle,Logan,250 000 - 299 999,14
7841,128000,7,Diesel,Manuelle,Duster,200 000 - 249 999,6
7842,69000,6,Diesel,Manuelle,Logan,170 000 - 179 999,14
7843,90000,6,Diesel,Manuelle,Duster,170 000 - 179 999,11
7844,119000,6,Diesel,Manuelle,Dokker,35 000 - 39 999,3
7845,137000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,5
7846,67000,6,Diesel,Manuelle,Logan,250 000 - 299 999,10
7847,75000,6,Diesel,Manuelle,Logan,100 000 - 109 999,9
7848,102000,6,Diesel,Manuelle,Duster,180 000 - 189 999,10
7849,110000,6,Diesel,Manuelle,Logan,80 000 - 84 999,4
7850,127000,6,Diesel,Manuelle,Duster,170 000 - 179 999,8
7851,107000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,4
7852,109000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,8
7853,95000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,6
7854,49000,8,Essence,Manuelle,Logan,0 - 4 999,14
7855,105000,7,Diesel,Manuelle,Duster,5 000 - 9 999,12
7856,42000,8,Essence,Manuelle,Logan,200 000 - 249 999,16
7857,178000,8,Diesel,Automatique,Duster,40 000 - 44 999,3
7858,178000,8,Diesel,Automatique,Duster,45 000 - 49 999,3
7859,50000,6,Diesel,Automatique,Logan,0 - 4 999,10
7860,108000,6,Diesel,Manuelle,Duster,100 000 - 109 999,10
7861,64000,6,Diesel,Manuelle,Logan,30 000 - 34 999,10
7862,103000,6,Diesel,Manuelle,Duster,180 000 - 189 999,9
7863,65000,6,Diesel,Manuelle,Logan,0 - 4 999,9
7864,125000,6,Diesel,Manuelle,Duster,110 000 - 119 999,8
7865,71000,6,Diesel,Manuelle,Logan,100 000 - 109 999,11
7866,97000,6,Diesel,Manuelle,Logan,140 000 - 149 999,6
7867,53000,6,Diesel,Manuelle,Logan,250 000 - 299 999,16
7868,56000,8,Essence,Manuelle,Logan,180 000 - 189 999,12
7869,88000,6,Diesel,Manuelle,Logan,85 000 - 89 999,4
7870,120000,6,Diesel,Manuelle,Dokker,0 - 4 999,5
7871,56000,7,Diesel,Manuelle,Logan,110 000 - 119 999,16
7872,53000,6,Diesel,Manuelle,Logan,450 000 - 499 999,17
7873,85000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
7874,80000,6,Diesel,Manuelle,Logan,75 000 - 79 999,4
7875,55000,6,Diesel,Manuelle,Logan,180 000 - 189 999,15
7876,93000,7,Essence,Manuelle,Dokker,45 000 - 49 999,6
7877,65000,7,Essence,Manuelle,Logan,40 000 - 44 999,6
7878,47000,7,Diesel,Manuelle,Logan,20 000 - 24 999,12
7879,153000,6,Diesel,Manuelle,Duster,75 000 - 79 999,5
7880,76000,6,Diesel,Manuelle,Logan,190 000 - 199 999,8
7881,73000,6,Diesel,Manuelle,Logan,130 000 - 139 999,11
7882,130000,6,Diesel,Manuelle,Duster,110 000 - 119 999,8
7883,58000,7,Diesel,Manuelle,Logan,180 000 - 189 999,15
7884,109000,7,Diesel,Manuelle,Dokker,95 000 - 99 999,5
7885,118000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,4
7886,65000,6,Diesel,Manuelle,Logan,5 000 - 9 999,10
7887,54000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
7888,63000,6,Diesel,Manuelle,Logan,250 000 - 299 999,17
7889,55000,6,Diesel,Manuelle,Logan,160 000 - 169 999,13
7890,57000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
7891,63000,6,Diesel,Manuelle,Logan,250 000 - 299 999,9
7892,74000,6,Essence,Manuelle,Logan,120 000 - 129 999,5
7893,72000,6,Diesel,Manuelle,Logan,120 000 - 129 999,8
7894,77000,6,Essence,Manuelle,Logan,85 000 - 89 999,7
7895,105000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,3
7896,55000,8,Essence,Manuelle,Logan,180 000 - 189 999,12
7897,48000,8,Essence,Manuelle,Logan,200 000 - 249 999,13
7898,98000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,8
7899,85000,6,Diesel,Manuelle,Logan,100 000 - 109 999,7
7900,65000,6,Diesel,Manuelle,Logan,0 - 4 999,13
7901,118000,7,Diesel,Manuelle,Dokker,110 000 - 119 999,7
7902,80000,6,Diesel,Manuelle,Logan,140 000 - 149 999,5
7903,110000,6,Diesel,Manuelle,Duster,170 000 - 179 999,7
7904,96000,6,Diesel,Manuelle,Duster,160 000 - 169 999,11
7905,120000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,9
7906,75000,6,Essence,Manuelle,Logan,100 000 - 109 999,4
7907,57000,6,Diesel,Manuelle,Logan,15 000 - 19 999,16
7908,63500,6,Diesel,Manuelle,Logan,250 000 - 299 999,11
7909,60000,6,Diesel,Manuelle,Logan,250 000 - 299 999,14
7910,38000,8,Essence,Manuelle,Logan,140 000 - 149 999,16
7911,68000,6,Diesel,Manuelle,Logan,45 000 - 49 999,9
7912,110000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,5
7913,70000,6,Diesel,Manuelle,Logan,160 000 - 169 999,8
7914,110000,6,Diesel,Manuelle,Dokker,50 000 - 54 999,2
7915,64000,4,Diesel,Manuelle,Logan,200 000 - 249 999,15
7916,103000,6,Diesel,Manuelle,Duster,190 000 - 199 999,9
7917,125000,6,Diesel,Manuelle,Duster,180 000 - 189 999,8
7918,47000,8,Essence,Manuelle,Logan,170 000 - 179 999,16
7919,50000,8,Essence,Manuelle,Logan,200 000 - 249 999,17
7920,99000,6,Diesel,Manuelle,Duster,20 000 - 24 999,11
7921,85000,6,Diesel,Manuelle,Logan,20 000 - 24 999,4
7922,120000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,5
7923,78000,6,Essence,Manuelle,Dokker,170 000 - 179 999,9
7924,128000,6,Diesel,Manuelle,Dokker,40 000 - 44 999,2
7925,103000,6,Diesel,Manuelle,Duster,190 000 - 199 999,9
7926,100000,7,Diesel,Manuelle,Duster,20 000 - 24 999,11
7927,50000,6,Diesel,Manuelle,Logan,15 000 - 19 999,17
7928,95000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,8
7929,95000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,8
7930,65000,6,Diesel,Manuelle,Logan,150 000 - 159 999,13
7931,123000,6,Diesel,Manuelle,Logan,30 000 - 34 999,2
7932,112000,6,Diesel,Manuelle,Logan,80 000 - 84 999,4
7933,84000,6,Diesel,Manuelle,Dokker,250 000 - 299 999,7
7934,107000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,5
7935,115000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,3
7936,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
7937,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
7938,93500,6,Diesel,Manuelle,Duster,190 000 - 199 999,10
7939,48000,8,Essence,Manuelle,Logan,5 000 - 9 999,16
7940,99900,6,Diesel,Manuelle,Dokker,85 000 - 89 999,7
7941,90000,6,Diesel,Manuelle,Logan,150 000 - 159 999,6
7942,98000,6,Diesel,Manuelle,Logan,40 000 - 44 999,3
7943,53000,8,Essence,Manuelle,Logan,25 000 - 29 999,14
7944,45000,7,Essence,Manuelle,Logan,95 000 - 99 999,14
7945,63000,7,Essence,Manuelle,Logan,250 000 - 299 999,12
7946,66000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
7947,90000,6,Essence,Manuelle,Dokker,10 000 - 14 999,9
7948,40000,6,Essence,Manuelle,Logan,180 000 - 189 999,18
7949,92000,6,Diesel,Manuelle,Logan,160 000 - 169 999,6
7950,87000,6,Diesel,Manuelle,Logan,110 000 - 119 999,9
7951,92000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,9
7952,100500,4,Diesel,Manuelle,Logan,0 - 4 999,6
7953,82000,4,Diesel,Manuelle,Logan,120 000 - 129 999,4
7954,75000,6,Essence,Manuelle,Logan,35 000 - 39 999,9
7955,139000,6,Diesel,Automatique,Dokker,70 000 - 74 999,5
7956,87000,6,Diesel,Manuelle,Logan,130 000 - 139 999,9
7957,120000,6,Diesel,Manuelle,Logan,50 000 - 54 999,6
7958,63000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
7959,90000,6,Diesel,Manuelle,Logan,100 000 - 109 999,6
7960,97000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,7
7961,103000,6,Diesel,Manuelle,Duster,190 000 - 199 999,9
7962,100000,7,Diesel,Manuelle,Dokker,180 000 - 189 999,7
7963,92000,7,Diesel,Manuelle,Logan,130 000 - 139 999,5
7964,89000,6,Diesel,Manuelle,Logan,140 000 - 149 999,6
7965,57000,6,Diesel,Manuelle,Logan,5 000 - 9 999,8
7966,49000,8,Essence,Manuelle,Logan,160 000 - 169 999,14
7967,98000,7,Diesel,Manuelle,Dokker,5 000 - 9 999,6
7968,11800,7,Diesel,Manuelle,Duster,130 000 - 139 999,7
7969,55000,5,Essence,Manuelle,Logan,5 000 - 9 999,17
7970,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
7971,11500,6,Diesel,Manuelle,Dokker,15 000 - 19 999,6
7972,68000,7,Diesel,Manuelle,Logan,110 000 - 119 999,16
7973,124000,6,Diesel,Manuelle,Logan,30 000 - 34 999,3
7974,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
7975,46000,8,Essence,Manuelle,Logan,180 000 - 189 999,17
7976,64000,6,Diesel,Manuelle,Logan,0 - 4 999,16
7977,62000,6,Diesel,Manuelle,Logan,140 000 - 149 999,16
7978,38000,6,Diesel,Manuelle,Logan,250 000 - 299 999,12
7979,86000,6,Diesel,Manuelle,Logan,160 000 - 169 999,6
7980,49000,8,Essence,Manuelle,Logan,95 000 - 99 999,13
7981,69000,6,Diesel,Manuelle,Logan,75 000 - 79 999,12
7982,64000,6,Diesel,Manuelle,Logan,45 000 - 49 999,12
7983,41000,8,Essence,Manuelle,Logan,95 000 - 99 999,16
7984,57000,7,Diesel,Manuelle,Logan,200 000 - 249 999,15
7985,150000,6,Diesel,Automatique,Duster,120 000 - 129 999,5
7986,170000,6,Diesel,Automatique,Duster,70 000 - 74 999,4
7987,105000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,6
7988,110000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,7
7989,57000,6,Diesel,Manuelle,Logan,170 000 - 179 999,12
7990,56000,6,Diesel,Manuelle,Logan,10 000 - 14 999,17
7991,40000,8,Essence,Manuelle,Logan,0 - 4 999,15
7992,58000,5,Diesel,Manuelle,Logan,15 000 - 19 999,15
7993,58000,5,Diesel,Manuelle,Logan,15 000 - 19 999,15
7994,82000,6,Essence,Manuelle,Logan,190 000 - 199 999,9
7995,92000,6,Diesel,Manuelle,Duster,5 000 - 9 999,11
7996,45000,8,Essence,Manuelle,Logan,250 000 - 299 999,15
7997,122000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
7998,69000,6,Essence,Manuelle,Logan,140 000 - 149 999,4
7999,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
8000,120000,6,Diesel,Manuelle,Dokker,85 000 - 89 999,5
8001,57500,6,Diesel,Manuelle,Logan,0 - 4 999,14
8002,69000,6,Diesel,Manuelle,Logan,120 000 - 129 999,10
8003,70000,6,Diesel,Manuelle,Logan,25 000 - 29 999,10
8004,56000,6,Diesel,Automatique,Logan,5 000 - 9 999,16
8005,60000,6,Diesel,Automatique,Logan,450 000 - 499 999,11
8006,66000,6,Diesel,Manuelle,Logan,65 000 - 69 999,11
8007,89000,6,Diesel,Manuelle,Logan,170 000 - 179 999,7
8008,65000,6,Diesel,Manuelle,Logan,140 000 - 149 999,9
8009,75000,7,Diesel,Manuelle,Logan,200 000 - 249 999,14
8010,75000,7,Diesel,Manuelle,Logan,200 000 - 249 999,14
8011,56000,7,Diesel,Manuelle,Logan,300 000 - 349 999,17
8012,69000,6,Essence,Manuelle,Logan,150 000 - 159 999,4
8013,160000,6,Diesel,Automatique,Duster,95 000 - 99 999,5
8014,55000,6,Diesel,Manuelle,Logan,300 000 - 349 999,17
8015,55000,6,Diesel,Manuelle,Logan,250 000 - 299 999,11
8016,58500,8,Essence,Manuelle,Logan,100 000 - 109 999,11
8017,81000,6,Diesel,Manuelle,Logan,180 000 - 189 999,9
8018,82000,7,Diesel,Manuelle,Logan,160 000 - 169 999,9
8019,82000,7,Diesel,Manuelle,Logan,160 000 - 169 999,9
8020,30000,8,Essence,Manuelle,Logan,20 000 - 24 999,16
8021,82000,7,Diesel,Manuelle,Logan,160 000 - 169 999,9
8022,75000,6,Diesel,Manuelle,Logan,120 000 - 129 999,11
8023,118000,6,Diesel,Manuelle,Duster,85 000 - 89 999,7
8024,88000,6,Diesel,Manuelle,Logan,160 000 - 169 999,9
8025,140000,6,Diesel,Automatique,Duster,110 000 - 119 999,5
8026,54000,6,Diesel,Manuelle,Logan,5 000 - 9 999,16
8027,49000,6,Diesel,Manuelle,Logan,35 000 - 39 999,15
8028,74000,6,Diesel,Manuelle,Logan,120 000 - 129 999,9
8029,143000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,4
8030,125000,6,Diesel,Manuelle,Dokker,30 000 - 34 999,4
8031,120000,6,Diesel,Manuelle,Dokker,85 000 - 89 999,4
8032,122000,6,Diesel,Manuelle,Duster,70 000 - 74 999,7
8033,46900,8,Essence,Manuelle,Logan,150 000 - 159 999,15
8034,90000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
8035,130000,6,Diesel,Manuelle,Dokker,0 - 4 999,2
8036,90000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
8037,78000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,9
8038,48000,8,Essence,Manuelle,Logan,180 000 - 189 999,10
8039,88000,6,Diesel,Manuelle,Logan,100 000 - 109 999,7
8040,135000,12,Diesel,Manuelle,Duster,10 000 - 14 999,6
8041,60000,12,Essence,Manuelle,Logan,140 000 - 149 999,11
8042,125000,12,Diesel,Manuelle,Dokker,10 000 - 14 999,2
8043,138000,6,Diesel,Manuelle,Duster,100 000 - 109 999,6
8044,105000,6,Diesel,Manuelle,Logan,120 000 - 129 999,6
8045,105000,6,Diesel,Manuelle,Duster,130 000 - 139 999,9
8046,97000,6,Diesel,Manuelle,Dokker,0 - 4 999,7
8047,145000,6,Diesel,Automatique,Duster,90 000 - 94 999,5
8048,62000,6,Diesel,Manuelle,Logan,110 000 - 119 999,11
8049,42000,7,Diesel,Manuelle,Logan,120 000 - 129 999,12
8050,94000,6,Diesel,Manuelle,Logan,120 000 - 129 999,9
8051,75000,6,Essence,Manuelle,Logan,30 000 - 34 999,9
8052,69000,8,Diesel,Manuelle,Logan,190 000 - 199 999,12
8053,69000,6,Essence,Manuelle,Logan,140 000 - 149 999,4
8054,92000,6,Essence,Manuelle,Logan,25 000 - 29 999,5
8055,90000,6,Diesel,Manuelle,Logan,130 000 - 139 999,5
8056,55000,6,Diesel,Manuelle,Logan,300 000 - 349 999,13
8057,108000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,5
8058,33000,6,Diesel,Manuelle,Logan,15 000 - 19 999,13
8059,33000,6,Diesel,Manuelle,Logan,10 000 - 14 999,13
8060,127000,6,Diesel,Manuelle,Duster,0 - 4 999,7
8061,108000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,5
8062,89000,6,Essence,Manuelle,Duster,100 000 - 109 999,12
8063,65000,6,Diesel,Manuelle,Logan,20 000 - 24 999,12
8064,48000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
8065,48000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
8066,85000,6,Diesel,Manuelle,Dokker,20 000 - 24 999,9
8067,125000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,5
8068,100000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,7
8069,97000,7,Diesel,Manuelle,Logan,60 000 - 64 999,6
8070,97000,7,Diesel,Manuelle,Logan,60 000 - 64 999,6
8071,65000,6,Diesel,Manuelle,Logan,20 000 - 24 999,15
8072,47000,8,Essence,Manuelle,Logan,200 000 - 249 999,13
8073,48000,8,Essence,Manuelle,Logan,15 000 - 19 999,18
8074,64000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
8075,110000,6,Diesel,Manuelle,Duster,100 000 - 109 999,11
8076,65000,6,Diesel,Manuelle,Logan,160 000 - 169 999,12
8077,105000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,7
8078,68000,6,Diesel,Manuelle,Logan,130 000 - 139 999,9
8079,55000,8,Essence,Manuelle,Logan,200 000 - 249 999,11
8080,95000,6,Diesel,Manuelle,Duster,150 000 - 159 999,12
8081,66000,7,Diesel,Manuelle,Duster,0 - 4 999,11
8082,85000,6,Diesel,Manuelle,Logan,10 000 - 14 999,8
8083,63000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
8084,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
8085,67000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
8086,137000,6,Diesel,Manuelle,Dokker,30 000 - 34 999,2
8087,97000,6,Diesel,Manuelle,Duster,Plus de 500 000,11
8088,97000,6,Diesel,Manuelle,Duster,Plus de 500 000,11
8089,94000,4,Diesel,Manuelle,Logan,5 000 - 9 999,9
8090,165000,7,Diesel,Manuelle,Duster,55 000 - 59 999,3
8091,115000,6,Diesel,Manuelle,Duster,130 000 - 139 999,9
