,prix,Cheval,Carburant,Boite_a_vitesse,Modele,Kilometrage,Age
411,133000,6,Essence,Manuelle,Duster,10 000 - 14 999,5
412,113000,7,Diesel,Manuelle,Dokker,170 000 - 179 999,5
413,88000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,9
414,96000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,7
415,100000,6,Diesel,Manuelle,Logan,80 000 - 84 999,4
416,85000,7,Diesel,Manuelle,Logan,190 000 - 199 999,8
417,140000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,4
418,78000,7,Essence,Manuelle,Logan,110 000 - 119 999,5
419,140000,7,Essence,Automatique,Logan,10 000 - 14 999,1
420,67000,7,Diesel,Manuelle,Logan,180 000 - 189 999,12
421,55000,7,Diesel,Manuelle,Logan,400 000 - 449 999,17
422,200000,6,Diesel,Manuelle,Duster,60 000 - 64 999,1
423,87500,6,Diesel,Manuelle,Logan,90 000 - 94 999,4
424,160000,6,Diesel,Manuelle,Duster,40 000 - 44 999,4
425,128000,6,Diesel,Manuelle,Duster,65 000 - 69 999,7
426,43000,8,Essence,Manuelle,Logan,200 000 - 249 999,18
427,109000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,4
428,121000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,5
429,121000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,5
430,78000,6,Essence,Manuelle,Dokker,160 000 - 169 999,7
431,125000,6,Diesel,Manuelle,Logan,65 000 - 69 999,3
432,123000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,3
433,80000,6,Diesel,Manuelle,Logan,80 000 - 84 999,7
434,150000,6,Diesel,Manuelle,Logan,0 - 4 999,1
435,980000,7,Diesel,Manuelle,Dokker,160 000 - 169 999,8
436,140000,6,Diesel,Manuelle,Duster,140 000 - 149 999,5
437,90000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
438,163000,6,Diesel,Manuelle,Duster,75 000 - 79 999,4
439,100000,6,Diesel,Manuelle,Duster,110 000 - 119 999,11
440,96000,6,Diesel,Manuelle,Logan,120 000 - 129 999,7
441,106000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,8
442,82000,6,Diesel,Manuelle,Logan,120 000 - 129 999,6
443,193000,6,Diesel,Manuelle,Duster,35 000 - 39 999,2
444,123000,6,Diesel,Manuelle,Dokker,60 000 - 64 999,3
445,132000,6,Diesel,Manuelle,Duster,75 000 - 79 999,5
446,120000,6,Diesel,Manuelle,Duster,170 000 - 179 999,7
447,96000,6,Diesel,Manuelle,Logan,120 000 - 129 999,6
448,135000,6,Diesel,Manuelle,Duster,120 000 - 129 999,5
449,45000,6,Diesel,Automatique,Logan,200 000 - 249 999,14
450,93000,6,Diesel,Manuelle,Logan,120 000 - 129 999,5
451,139000,6,Diesel,Manuelle,Logan,20 000 - 24 999,1
452,58000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
453,148000,6,Diesel,Manuelle,Duster,75 000 - 79 999,5
454,107000,6,Diesel,Manuelle,Logan,120 000 - 129 999,6
455,128000,6,Diesel,Manuelle,Logan,90 000 - 94 999,3
456,118000,6,Diesel,Manuelle,Logan,35 000 - 39 999,5
457,97000,6,Diesel,Manuelle,Duster,190 000 - 199 999,11
458,93000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,10
459,135000,6,Diesel,Manuelle,Logan,20 000 - 24 999,1
460,87500,6,Diesel,Manuelle,Logan,130 000 - 139 999,8
461,87000,6,Diesel,Manuelle,Logan,160 000 - 169 999,6
462,98000,6,Diesel,Manuelle,Logan,120 000 - 129 999,3
463,47000,8,Essence,Automatique,Logan,170 000 - 179 999,17
464,259000,6,Diesel,Automatique,Duster,0 - 4 999,0
465,12900,6,Diesel,Manuelle,Logan,30 000 - 34 999,1
466,156000,6,Diesel,Automatique,Duster,75 000 - 79 999,5
467,62000,7,Diesel,Manuelle,Logan,200 000 - 249 999,16
468,43000,8,Essence,Manuelle,Logan,0 - 4 999,15
469,95000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,6
470,115000,6,Diesel,Manuelle,Duster,15 000 - 19 999,8
471,67000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
472,119000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,6
473,105000,7,Diesel,Manuelle,Logan,10 000 - 14 999,4
474,115000,6,Diesel,Manuelle,Duster,10 000 - 14 999,6
475,68000,6,Diesel,Manuelle,Logan,200 000 - 249 999,7
476,69000,6,Diesel,Manuelle,Logan,120 000 - 129 999,7
477,55000,6,Diesel,Manuelle,Logan,20 000 - 24 999,16
478,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
479,128000,6,Diesel,Manuelle,Duster,180 000 - 189 999,12
480,58000,6,Diesel,Manuelle,Logan,0 - 4 999,17
481,93000,6,Diesel,Manuelle,Dokker,0 - 4 999,7
482,93000,6,Diesel,Manuelle,Dokker,0 - 4 999,7
483,85000,5,Diesel,Manuelle,Dokker,250 000 - 299 999,10
484,130000,6,Diesel,Manuelle,Duster,70 000 - 74 999,6
485,103000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,5
486,140000,6,Diesel,Manuelle,Duster,140 000 - 149 999,5
487,76000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
488,115000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,5
489,160000,6,Diesel,Manuelle,Duster,75 000 - 79 999,4
490,103000,7,Essence,Manuelle,Logan,25 000 - 29 999,2
491,115000,6,Diesel,Manuelle,Duster,120 000 - 129 999,8
492,111000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,7
493,93000,7,Diesel,Manuelle,Logan,110 000 - 119 999,7
494,42000,6,Diesel,Manuelle,Logan,350 000 - 399 999,11
495,119000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,3
496,103000,6,Diesel,Manuelle,Duster,170 000 - 179 999,11
497,145000,6,Diesel,Manuelle,Logan,10 000 - 14 999,1
498,38500,6,Diesel,Manuelle,Logan,300 000 - 349 999,11
499,57000,6,Diesel,Manuelle,Logan,35 000 - 39 999,15
500,155000,6,Diesel,Manuelle,Duster,130 000 - 139 999,4
501,70000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,9
502,120000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,5
503,47000,8,Essence,Manuelle,Logan,190 000 - 199 999,17
504,96000,6,Diesel,Manuelle,Logan,110 000 - 119 999,6
505,45000,8,Essence,Manuelle,Logan,140 000 - 149 999,13
506,98000,6,Diesel,Manuelle,Logan,250 000 - 299 999,5
507,145000,6,Diesel,Manuelle,Logan,30 000 - 34 999,1
508,115000,6,Diesel,Manuelle,Duster,100 000 - 109 999,9
509,117000,6,Diesel,Manuelle,Logan,15 000 - 19 999,2
510,53000,7,Diesel,Manuelle,Logan,170 000 - 179 999,15
511,148000,6,Diesel,Manuelle,Dokker,65 000 - 69 999,3
512,130000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,3
513,85000,6,Diesel,Manuelle,Logan,180 000 - 189 999,7
514,57000,6,Diesel,Manuelle,Logan,200 000 - 249 999,8
515,70000,6,Diesel,Manuelle,Logan,250 000 - 299 999,11
516,58000,6,Diesel,Manuelle,Logan,300 000 - 349 999,14
517,73000,6,Diesel,Manuelle,Logan,15 000 - 19 999,10
518,65000,6,Diesel,Manuelle,Logan,0 - 4 999,15
519,103000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,6
520,98000,6,Diesel,Manuelle,Duster,150 000 - 159 999,11
521,64000,6,Diesel,Manuelle,Logan,250 000 - 299 999,13
522,130000,6,Diesel,Manuelle,Duster,140 000 - 149 999,6
523,105000,6,Diesel,Manuelle,Duster,180 000 - 189 999,10
524,62500,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
525,135000,6,Diesel,Manuelle,Logan,30 000 - 34 999,1
526,135000,7,Diesel,Manuelle,Duster,65 000 - 69 999,5
527,106500,6,Diesel,Manuelle,Logan,35 000 - 39 999,3
528,113000,6,Diesel,Manuelle,Duster,180 000 - 189 999,9
529,49000,6,Diesel,Manuelle,Logan,180 000 - 189 999,14
530,102000,7,Diesel,Manuelle,Logan,50 000 - 54 999,4
531,102000,7,Diesel,Manuelle,Logan,50 000 - 54 999,4
532,49000,6,Diesel,Manuelle,Logan,20 000 - 24 999,13
533,190000,6,Diesel,Manuelle,Duster,60 000 - 64 999,2
534,55000,6,Diesel,Manuelle,Logan,180 000 - 189 999,9
535,60000,5,Diesel,Manuelle,Logan,0 - 4 999,15
536,53000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
537,45000,6,Diesel,Manuelle,Logan,250 000 - 299 999,17
538,68500,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
539,40000,8,Essence,Manuelle,Logan,0 - 4 999,9
540,115000,6,Diesel,Manuelle,Dokker,60 000 - 64 999,4
541,98000,6,Diesel,Manuelle,Logan,85 000 - 89 999,5
542,90000,6,Diesel,Manuelle,Dokker,0 - 4 999,9
543,99000,6,Diesel,Manuelle,Logan,50 000 - 54 999,4
544,129000,6,Diesel,Manuelle,Duster,95 000 - 99 999,6
545,103000,6,Diesel,Manuelle,Logan,55 000 - 59 999,4
546,68000,6,Diesel,Manuelle,Logan,130 000 - 139 999,10
547,105000,6,Diesel,Manuelle,Duster,170 000 - 179 999,11
548,60000,6,Diesel,Manuelle,Logan,120 000 - 129 999,15
549,102000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,6
550,55000,7,Diesel,Manuelle,Logan,200 000 - 249 999,17
551,110000,7,Essence,Manuelle,Dokker,Plus de 500 000,9
552,80300,6,Diesel,Manuelle,Dokker,95 000 - 99 999,10
553,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
554,60000,6,Diesel,Manuelle,Logan,250 000 - 299 999,12
555,87000,6,Diesel,Manuelle,Logan,5 000 - 9 999,6
556,75000,6,Diesel,Manuelle,Logan,150 000 - 159 999,10
557,145000,6,Diesel,Automatique,Duster,140 000 - 149 999,5
558,155000,6,Diesel,Manuelle,Duster,40 000 - 44 999,5
559,115000,6,Diesel,Manuelle,Logan,50 000 - 54 999,4
560,120000,5,Diesel,Manuelle,Dokker,85 000 - 89 999,4
561,127000,5,Diesel,Manuelle,Duster,120 000 - 129 999,8
562,97000,6,Diesel,Manuelle,Dokker,55 000 - 59 999,5
563,100000,6,Diesel,Manuelle,Duster,150 000 - 159 999,12
564,80000,6,Diesel,Manuelle,Logan,150 000 - 159 999,10
565,125000,6,Diesel,Manuelle,Logan,45 000 - 49 999,4
566,47000,6,Diesel,Manuelle,Logan,250 000 - 299 999,15
567,59000,7,Diesel,Manuelle,Logan,170 000 - 179 999,11
568,145000,6,Diesel,Manuelle,Duster,45 000 - 49 999,7
569,131500,6,Diesel,Manuelle,Duster,120 000 - 129 999,5
570,140000,6,Diesel,Automatique,Duster,5 000 - 9 999,5
571,47000,8,Essence,Manuelle,Logan,40 000 - 44 999,16
572,95000,6,Diesel,Manuelle,Logan,150 000 - 159 999,5
573,46000,7,Essence,Manuelle,Logan,200 000 - 249 999,16
574,95000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,9
575,109000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,4
576,107000,7,Diesel,Manuelle,Logan,110 000 - 119 999,6
577,98000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,8
578,125000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,3
579,100000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,7
580,107000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,5
581,155000,6,Diesel,Manuelle,Duster,100 000 - 109 999,5
582,100000,6,Diesel,Manuelle,Logan,75 000 - 79 999,6
583,155000,6,Diesel,Manuelle,Duster,70 000 - 74 999,4
584,85000,6,Diesel,Manuelle,Logan,200 000 - 249 999,9
585,120000,6,Diesel,Manuelle,Dokker,85 000 - 89 999,3
586,89000,8,Diesel,Manuelle,Dokker,190 000 - 199 999,9
587,72000,6,Diesel,Manuelle,Logan,130 000 - 139 999,7
588,120000,6,Diesel,Manuelle,Logan,80 000 - 84 999,2
589,95000,6,Diesel,Manuelle,Logan,90 000 - 94 999,3
590,56000,6,Diesel,Manuelle,Logan,250 000 - 299 999,14
591,60000,6,Diesel,Manuelle,Logan,20 000 - 24 999,8
592,95000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
593,58000,6,Diesel,Manuelle,Logan,190 000 - 199 999,12
594,155000,6,Diesel,Manuelle,Duster,100 000 - 109 999,5
595,86000,6,Diesel,Manuelle,Logan,150 000 - 159 999,7
596,107000,6,Diesel,Manuelle,Logan,85 000 - 89 999,5
597,46000,8,Essence,Manuelle,Logan,450 000 - 499 999,10
598,95000,7,Diesel,Manuelle,Logan,200 000 - 249 999,5
599,75000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,9
600,140000,6,Diesel,Manuelle,Duster,10 000 - 14 999,6
601,168000,6,Diesel,Automatique,Duster,70 000 - 74 999,4
602,52000,8,Essence,Manuelle,Logan,150 000 - 159 999,10
603,60000,6,Diesel,Manuelle,Logan,20 000 - 24 999,8
604,98000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,8
605,120000,6,Diesel,Manuelle,Logan,35 000 - 39 999,3
606,105000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
607,63000,6,Diesel,Manuelle,Logan,200 000 - 249 999,10
608,90000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,10
609,46000,8,Essence,Manuelle,Logan,450 000 - 499 999,10
610,125000,6,Diesel,Manuelle,Duster,100 000 - 109 999,6
611,82000,6,Diesel,Manuelle,Logan,160 000 - 169 999,9
612,50000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
613,143000,6,Diesel,Manuelle,Logan,5 000 - 9 999,1
614,91000,6,Diesel,Manuelle,Logan,160 000 - 169 999,6
615,56000,6,Diesel,Manuelle,Logan,250 000 - 299 999,16
616,80000,6,Diesel,Manuelle,Logan,130 000 - 139 999,9
617,72000,7,Diesel,Manuelle,Logan,180 000 - 189 999,11
618,143000,6,Diesel,Manuelle,Duster,55 000 - 59 999,4
619,48000,7,Essence,Manuelle,Logan,140 000 - 149 999,15
620,128000,6,Diesel,Manuelle,Duster,120 000 - 129 999,6
621,58000,6,Diesel,Manuelle,Logan,150 000 - 159 999,14
622,36000,8,Essence,Manuelle,Logan,0 - 4 999,18
623,136000,6,Diesel,Automatique,Duster,160 000 - 169 999,5
624,37000,8,Essence,Manuelle,Logan,0 - 4 999,15
625,120000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,5
626,168000,6,Diesel,Automatique,Duster,90 000 - 94 999,4
627,106000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,6
628,16200,6,Diesel,Manuelle,Duster,100 000 - 109 999,3
629,147000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,5
630,85000,6,Diesel,Manuelle,Logan,170 000 - 179 999,7
631,56000,6,Diesel,Manuelle,Logan,190 000 - 199 999,14
632,117000,6,Diesel,Manuelle,Logan,60 000 - 64 999,2
633,58000,6,Diesel,Manuelle,Logan,140 000 - 149 999,16
634,55000,7,Diesel,Manuelle,Dokker,45 000 - 49 999,17
635,124000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,3
636,58000,6,Diesel,Manuelle,Logan,140 000 - 149 999,16
637,120000,6,Diesel,Manuelle,Logan,20 000 - 24 999,2
638,100000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,7
639,78000,6,Diesel,Manuelle,Logan,190 000 - 199 999,7
640,69000,6,Diesel,Manuelle,Logan,130 000 - 139 999,13
641,125000,6,Diesel,Manuelle,Logan,0 - 4 999,2
642,120000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,3
643,59000,9,Diesel,Automatique,Logan,10 000 - 14 999,11
644,88000,6,Diesel,Manuelle,Logan,0 - 4 999,5
645,93000,6,Diesel,Manuelle,Logan,120 000 - 129 999,5
646,115000,6,Diesel,Manuelle,Duster,100 000 - 109 999,9
647,110000,6,Diesel,Manuelle,Logan,75 000 - 79 999,5
648,117000,6,Diesel,Manuelle,Logan,15 000 - 19 999,2
649,115000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
650,84000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
651,83000,6,Diesel,Manuelle,Duster,5 000 - 9 999,12
652,80000,6,Diesel,Manuelle,Logan,140 000 - 149 999,6
653,62000,6,Diesel,Manuelle,Logan,0 - 4 999,9
654,62000,6,Diesel,Manuelle,Logan,0 - 4 999,9
655,10800,6,Diesel,Manuelle,Dokker,180 000 - 189 999,5
656,87000,6,Essence,Manuelle,Dokker,200 000 - 249 999,8
657,110000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
658,92000,6,Diesel,Manuelle,Logan,45 000 - 49 999,2
659,108500,6,Diesel,Manuelle,Dokker,70 000 - 74 999,6
660,66000,6,Diesel,Manuelle,Logan,190 000 - 199 999,10
661,118000,6,Diesel,Manuelle,Duster,190 000 - 199 999,8
662,50000,6,Diesel,Manuelle,Logan,55 000 - 59 999,17
663,92000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,7
664,137000,6,Diesel,Manuelle,Duster,75 000 - 79 999,7
665,85000,6,Diesel,Manuelle,Logan,130 000 - 139 999,8
666,135000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,3
667,110000,6,Diesel,Manuelle,Logan,70 000 - 74 999,5
668,75000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
669,75000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
670,85000,6,Diesel,Manuelle,Logan,200 000 - 249 999,9
671,165000,6,Diesel,Manuelle,Duster,75 000 - 79 999,3
672,96000,6,Diesel,Manuelle,Dokker,0 - 4 999,8
673,90000,6,Diesel,Manuelle,Logan,150 000 - 159 999,6
674,126000,6,Diesel,Manuelle,Duster,120 000 - 129 999,6
675,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
676,105000,7,Diesel,Manuelle,Logan,10 000 - 14 999,4
677,100000,6,Diesel,Manuelle,Duster,180 000 - 189 999,12
678,115000,6,Diesel,Manuelle,Duster,160 000 - 169 999,9
679,95000,6,Diesel,Manuelle,Logan,170 000 - 179 999,3
680,82000,6,Diesel,Manuelle,Logan,180 000 - 189 999,9
681,55000,8,Essence,Manuelle,Logan,0 - 4 999,11
682,80000,6,Diesel,Manuelle,Logan,5 000 - 9 999,9
683,107000,6,Diesel,Manuelle,Logan,110 000 - 119 999,6
684,80000,6,Diesel,Manuelle,Logan,45 000 - 49 999,9
685,130000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,4
686,95000,6,Diesel,Manuelle,Logan,5 000 - 9 999,3
687,40000,8,Essence,Manuelle,Logan,200 000 - 249 999,17
688,95000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,9
689,45000,8,Essence,Manuelle,Logan,200 000 - 249 999,13
690,48000,8,Essence,Manuelle,Logan,200 000 - 249 999,16
691,95000,6,Diesel,Manuelle,Logan,5 000 - 9 999,3
692,62000,6,Diesel,Manuelle,Logan,250 000 - 299 999,15
693,90000,6,Diesel,Manuelle,Logan,190 000 - 199 999,8
694,118000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,3
695,55000,8,Essence,Manuelle,Logan,15 000 - 19 999,15
696,73000,7,Diesel,Manuelle,Dokker,10 000 - 14 999,10
697,120000,7,Diesel,Manuelle,Dokker,95 000 - 99 999,3
698,127000,6,Diesel,Manuelle,Logan,45 000 - 49 999,2
699,83000,6,Diesel,Manuelle,Logan,200 000 - 249 999,8
700,100000,6,Diesel,Manuelle,Logan,90 000 - 94 999,6
701,115000,6,Diesel,Manuelle,Duster,170 000 - 179 999,6
702,92000,6,Diesel,Manuelle,Logan,130 000 - 139 999,6
703,115000,6,Diesel,Manuelle,Logan,85 000 - 89 999,6
704,100000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,7
705,57000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
706,48000,8,Essence,Manuelle,Logan,10 000 - 14 999,14
707,52000,6,Diesel,Manuelle,Logan,0 - 4 999,12
708,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
709,57000,6,Diesel,Manuelle,Logan,250 000 - 299 999,14
710,120000,6,Diesel,Manuelle,Duster,110 000 - 119 999,7
711,80000,7,Diesel,Manuelle,Logan,15 000 - 19 999,9
712,88000,6,Diesel,Manuelle,Logan,10 000 - 14 999,9
713,57000,6,Diesel,Manuelle,Logan,30 000 - 34 999,15
714,44000,8,Essence,Manuelle,Logan,180 000 - 189 999,16
715,79000,6,Diesel,Manuelle,Logan,180 000 - 189 999,10
716,62000,6,Diesel,Manuelle,Logan,190 000 - 199 999,12
717,80000,6,Diesel,Manuelle,Logan,120 000 - 129 999,9
718,68000,6,Diesel,Manuelle,Logan,5 000 - 9 999,7
719,65000,6,Diesel,Manuelle,Logan,120 000 - 129 999,11
720,92000,6,Diesel,Manuelle,Logan,100 000 - 109 999,6
721,102000,6,Diesel,Manuelle,Logan,75 000 - 79 999,4
722,93000,6,Diesel,Manuelle,Duster,180 000 - 189 999,13
723,64000,6,Diesel,Manuelle,Logan,0 - 4 999,13
724,58000,7,Diesel,Manuelle,Logan,180 000 - 189 999,13
725,140000,7,Diesel,Manuelle,Duster,60 000 - 64 999,5
726,90000,6,Diesel,Manuelle,Logan,70 000 - 74 999,6
727,98000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
728,95000,6,Diesel,Manuelle,Logan,130 000 - 139 999,5
729,68000,7,Diesel,Manuelle,Logan,95 000 - 99 999,9
730,183000,6,Diesel,Automatique,Duster,70 000 - 74 999,4
731,115000,6,Diesel,Manuelle,Logan,95 000 - 99 999,4
732,118000,7,Diesel,Manuelle,Duster,120 000 - 129 999,8
733,125000,7,Diesel,Manuelle,Duster,140 000 - 149 999,10
734,95000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,6
735,40000,8,Essence,Manuelle,Logan,170 000 - 179 999,18
736,58500,6,Diesel,Manuelle,Logan,190 000 - 199 999,14
737,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
738,99000,6,Diesel,Manuelle,Logan,90 000 - 94 999,6
739,98000,6,Diesel,Manuelle,Logan,150 000 - 159 999,4
740,45000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
741,93000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,7
742,103000,6,Diesel,Manuelle,Logan,120 000 - 129 999,6
743,48000,6,Diesel,Manuelle,Logan,180 000 - 189 999,12
744,100000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,6
745,159000,6,Diesel,Manuelle,Duster,80 000 - 84 999,5
746,46000,6,Diesel,Manuelle,Logan,170 000 - 179 999,16
747,147000,6,Diesel,Manuelle,Logan,0 - 4 999,1
748,102000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,5
749,58000,6,Diesel,Manuelle,Logan,170 000 - 179 999,10
750,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
751,95000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,9
752,115000,8,Diesel,Manuelle,Dokker,10 000 - 14 999,11
753,85000,6,Diesel,Manuelle,Logan,120 000 - 129 999,6
754,83000,7,Diesel,Manuelle,Logan,75 000 - 79 999,5
755,54000,6,Diesel,Manuelle,Logan,190 000 - 199 999,17
756,67000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
757,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
758,43000,6,Diesel,Manuelle,Logan,Plus de 500 000,11
759,128000,6,Diesel,Manuelle,Duster,15 000 - 19 999,8
760,58000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
761,70000,7,Diesel,Manuelle,Logan,80 000 - 84 999,3
762,167000,7,Diesel,Automatique,Duster,100 000 - 109 999,5
763,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
764,59000,4,Diesel,Manuelle,Logan,30 000 - 34 999,17
765,95000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,7
766,750000,7,Diesel,Manuelle,Dokker,150 000 - 159 999,9
767,119000,6,Diesel,Manuelle,Duster,190 000 - 199 999,7
768,110000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,7
769,103000,6,Diesel,Manuelle,Duster,130 000 - 139 999,12
770,115000,6,Diesel,Manuelle,Duster,150 000 - 159 999,10
771,95000,6,Diesel,Manuelle,Logan,120 000 - 129 999,5
772,117000,6,Diesel,Manuelle,Duster,170 000 - 179 999,7
773,148000,8,Diesel,Manuelle,Duster,95 000 - 99 999,4
774,115000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,8
775,110000,6,Diesel,Manuelle,Logan,55 000 - 59 999,6
776,123000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,5
777,105000,6,Diesel,Manuelle,Logan,55 000 - 59 999,4
778,122000,6,Diesel,Manuelle,Dokker,0 - 4 999,4
779,67000,6,Diesel,Manuelle,Logan,160 000 - 169 999,12
780,43000,8,Essence,Manuelle,Logan,190 000 - 199 999,16
781,112000,6,Diesel,Manuelle,Logan,65 000 - 69 999,4
782,95000,6,Diesel,Manuelle,Duster,150 000 - 159 999,12
783,116000,6,Diesel,Manuelle,Logan,70 000 - 74 999,3
784,110000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,4
785,83000,6,Diesel,Manuelle,Logan,160 000 - 169 999,9
786,159000,6,Diesel,Manuelle,Dokker,25 000 - 29 999,2
787,62000,6,Diesel,Manuelle,Logan,190 000 - 199 999,15
788,103000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,6
789,55000,8,Essence,Manuelle,Logan,200 000 - 249 999,11
790,175000,7,Diesel,Automatique,Duster,65 000 - 69 999,4
791,140000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,2
792,120000,6,Diesel,Manuelle,Duster,130 000 - 139 999,8
793,140000,6,Diesel,Manuelle,Duster,60 000 - 64 999,5
794,113000,6,Diesel,Automatique,Dokker,90 000 - 94 999,4
795,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
796,42000,6,Diesel,Manuelle,Logan,Plus de 500 000,15
797,158000,6,Diesel,Manuelle,Duster,90 000 - 94 999,4
798,48000,8,Essence,Manuelle,Logan,0 - 4 999,11
799,117000,6,Diesel,Manuelle,Logan,15 000 - 19 999,2
800,105000,7,Essence,Manuelle,Logan,10 000 - 14 999,2
801,97000,6,Diesel,Manuelle,Duster,190 000 - 199 999,12
802,115000,6,Diesel,Manuelle,Duster,100 000 - 109 999,9
803,179000,6,Diesel,Automatique,Duster,95 000 - 99 999,3
804,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
805,183000,6,Diesel,Automatique,Duster,95 000 - 99 999,3
806,115000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,3
807,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
808,85000,6,Diesel,Manuelle,Logan,130 000 - 139 999,6
809,57000,6,Diesel,Manuelle,Logan,250 000 - 299 999,14
810,59000,6,Diesel,Manuelle,Logan,0 - 4 999,14
811,105000,6,Diesel,Manuelle,Logan,90 000 - 94 999,5
812,66000,6,Diesel,Manuelle,Logan,160 000 - 169 999,14
813,112000,6,Diesel,Manuelle,Logan,80 000 - 84 999,4
814,52000,8,Essence,Manuelle,Logan,200 000 - 249 999,15
815,108000,6,Diesel,Manuelle,Logan,140 000 - 149 999,5
